5.95193e+1, NaN,  NaN, 1.87920e+18, 1.20734e+18, 7.76355e+17, 4.99187e+17, 3.20993e+17, 2.11669e+17, 1.44968e+17, 6.34394e+15
7.92791e+1, NaN,  NaN, 2.51189e+18, 1.58825e+18, 1.00853e+18, 6.56660e+17, 4.22253e+17, 2.78461e+17, 1.90700e+17, 9.00147e+15
8.17752e+1, NaN,  NaN, 2.59701e+18, 1.62835e+18, 1.04704e+18, 6.73192e+17, 4.32899e+17, 2.85462e+17, 1.97977e+17, 1.04690e+16
1.28719e+2, NaN,  NaN,         NaN, 2.58285e+18, 1.66052e+18, 1.06791e+18, 6.69565e+17, 4.47146e+17, 3.10130e+17, 1.52031e+16
1.59458e+2, NaN,  NaN,         NaN,         NaN, 2.00171e+18, 1.32001e+18, 8.48781e+17, 5.66829e+17, 3.83330e+17, 1.44180e+16
1.85667e+2, NaN,  NaN,         NaN,         NaN, 2.38395e+18, 1.51379e+18, 9.98190e+17, 6.66606e+17, 4.50852e+17, 2.91713e+16
2.97236e+2, NaN,  NaN,         NaN,         NaN,         NaN, 2.40089e+18, 1.52449e+18, 1.04410e+18, 6.97217e+17, 3.50533e+16
5.55760e+2, NaN,  NaN,         NaN,         NaN,         NaN,         NaN, 2.91615e+18, 1.92297e+18, 1.33373e+18, 4.76959e+16
